spam	to_multiple	from	cc	sent_email	time	image	attach	dollar	winner	inherit	viagra	password	num_char	line_breaks	format	re_subj	exclaim_subj	urgent_subj	exclaim_mess	number
0	0	1	0	1	2012-01-03 01:29:15	0	0	0	no	0	0	0	1.398	41	0	0	0	0	1	none
0	0	1	0	0	2012-01-03 08:02:35	0	0	4	no	1	0	0	7.792	192	1	0	0	0	6	small
0	0	1	0	0	2012-01-03 03:14:51	0	0	0	no	0	0	1	0.978	14	0	0	0	0	0	small
0	0	1	0	0	2012-01-03 02:23:56	0	0	0	no	0	0	0	10.09	166	1	0	0	0	1	small
0	1	1	0	0	2012-01-03 05:36:16	0	0	0	no	0	0	0	5.159	95	0	0	0	0	0	small
0	0	1	0	0	2012-01-03 05:33:28	0	0	18	no	0	0	0	29.981	555	1	0	0	0	15	small
0	0	1	0	0	2012-01-03 05:48:23	0	0	16	no	0	0	0	18.945	249	1	0	1	0	16	small
0	0	1	0	1	2012-01-03 06:38:47	0	0	0	no	0	0	0	15.42	595	1	0	0	0	9	big
0	1	1	0	0	2012-01-02 09:49:31	0	0	0	no	0	0	0	2.018	32	0	1	0	0	0	small
0	0	1	0	1	2012-01-03 14:01:57	0	0	0	no	0	0	0	0.988	25	1	0	0	0	2	small
0	0	1	0	1	2012-01-03 08:36:14	0	0	0	no	0	0	0	0.159	11	0	1	0	0	0	small
0	0	1	0	1	2012-01-03 16:40:36	0	0	0	no	0	0	0	2.828	80	1	1	0	0	4	small
0	0	1	0	0	2012-01-03 09:41:35	0	0	2	no	0	0	0	22.393	411	1	0	0	0	49	small
0	0	1	0	0	2012-01-03 10:45:58	0	0	2	no	0	0	0	7.844	142	1	0	1	0	6	small
0	1	1	0	1	2012-01-03 08:18:59	0	0	0	yes	0	0	0	4.77	134	1	1	0	0	10	small
0	0	1	0	0	2012-01-03 11:33:37	0	0	0	no	0	0	0	0.795	30	0	0	0	0	1	none
0	0	1	2	0	2012-01-03 11:55:52	0	0	0	no	0	0	0	0.829	22	0	0	0	0	0	small
0	0	1	0	1	2012-01-03 12:32:11	0	0	0	no	0	0	0	0.432	13	1	0	0	0	0	small
0	0	1	0	0	2012-01-03 17:44:27	0	0	21	no	0	0	0	16.615	557	1	0	0	0	3	small
0	0	1	0	1	2012-01-03 12:59:23	0	0	0	no	0	0	0	1.732	54	1	1	0	0	0	small
0	1	1	0	0	2012-01-03 13:14:13	0	1	0	no	0	0	0	8.596	159	1	0	0	0	0	small
0	0	1	0	0	2012-01-03 13:48:40	0	0	0	no	0	0	0	2.938	81	1	1	0	0	4	small
0	0	1	0	0	2012-01-03 11:51:16	0	0	2	no	0	0	0	4.103	173	1	0	0	0	0	small
0	0	1	0	1	2012-01-03 11:19:04	0	0	0	no	0	0	0	0.599	16	1	0	0	0	0	none
0	0	1	3	0	2012-01-03 14:19:37	0	1	0	no	0	0	0	3.485	108	0	1	0	0	0	small
0	1	1	1	0	2012-01-03 14:34:13	0	0	0	no	0	0	0	4.512	107	1	0	0	0	0	small
0	0	1	0	0	2012-01-03 14:40:07	1	1	9	no	0	0	0	4.761	151	1	0	0	0	1	big
0	1	1	0	1	2012-01-03 12:57:27	0	0	0	no	0	0	0	0.64	19	1	0	0	0	0	none
0	0	1	0	0	2012-01-03 16:06:48	0	0	0	no	0	0	0	4.04	76	1	0	0	0	4	small
0	0	1	1	1	2012-01-03 16:36:42	0	0	0	no	0	0	0	1.401	41	1	1	0	0	0	small
0	0	1	3	1	2012-01-03 16:38:31	0	0	0	no	0	0	0	9.273	248	1	1	0	0	0	small
0	0	1	0	0	2012-01-03 16:40:26	0	0	0	no	0	0	2	89.27	1582	1	0	0	0	139	big
0	1	1	0	1	2012-01-03 16:01:24	0	0	0	no	0	0	0	1.389	37	1	0	1	0	8	small
0	0	1	0	0	2012-01-03 22:07:04	0	0	6	no	0	0	0	8.475	279	1	0	0	0	2	small
0	0	1	2	1	2012-01-03 19:21:48	1	1	0	no	0	0	0	0.623	17	1	1	0	0	4	big
0	0	1	1	1	2012-01-03 19:45:00	0	0	0	no	0	0	0	1.132	33	1	1	0	0	4	small
0	0	1	1	1	2012-01-03 20:11:48	0	0	0	no	0	0	0	2.753	68	1	1	1	0	16	small
0	0	1	0	1	2012-01-03 20:34:24	0	0	2	no	0	0	0	6.133	143	1	1	0	0	0	small
0	0	1	0	1	2012-01-03 21:22:29	0	0	0	no	0	0	0	1.589	38	1	1	0	0	0	small
0	0	1	0	1	2012-01-03 22:09:10	0	0	0	no	0	0	0	0.932	21	1	0	0	0	2	none
0	0	1	0	0	2012-01-03 19:13:02	0	0	0	no	0	0	0	8.756	145	1	0	0	0	1	small
0	0	1	0	0	2012-01-04 06:01:52	0	0	0	no	0	0	0	3.621	82	1	0	0	0	0	small
0	0	1	0	0	2012-01-04 09:51:48	0	1	0	no	0	0	0	10.398	130	1	0	0	0	2	small
0	0	1	0	0	2012-01-04 09:49:52	0	0	0	no	0	0	0	2.454	61	0	0	0	0	1	small
0	0	1	0	1	2012-01-04 05:03:37	0	1	0	no	0	0	0	0.347	18	0	0	0	0	0	small
0	0	1	0	0	2012-01-04 05:16:12	0	0	20	no	0	0	0	17.405	233	1	0	0	0	18	small
0	0	1	0	0	2012-01-04 05:21:20	0	0	0	no	0	0	0	10.952	309	1	0	0	0	3	big
0	0	1	0	0	2012-01-04 10:27:36	0	0	0	no	0	0	0	15.829	242	1	0	0	0	4	small
0	1	1	1	0	2012-01-04 05:24:39	0	0	0	no	0	0	0	2.927	74	0	1	0	0	1	small
0	1	1	1	0	2012-01-04 06:09:29	0	0	0	no	0	0	0	15.038	297	1	1	0	0	4	big
0	1	1	0	1	2012-01-04 05:31:02	0	0	2	no	0	0	0	2.404	75	1	0	0	0	4	small
0	0	1	6	1	2012-01-04 05:39:30	0	0	2	no	0	0	0	4.373	120	1	1	0	0	7	small
0	0	1	0	1	2012-01-04 13:03:40	0	0	0	no	0	0	0	4.995	130	1	1	0	0	8	small
0	1	1	4	0	2012-01-04 07:04:49	0	0	0	no	0	0	0	4.337	94	0	1	0	0	1	small
0	0	1	5	0	2012-01-04 07:20:40	0	0	0	no	0	0	0	4.736	109	0	1	0	0	2	small
0	0	1	0	0	2012-01-04 08:01:13	0	0	0	no	0	0	0	3.215	183	1	0	0	0	0	big
0	0	1	0	1	2012-01-04 05:03:05	0	0	0	no	0	0	0	16.51	394	1	1	0	0	8	small
0	0	1	0	0	2012-01-04 05:15:49	0	0	0	no	0	0	0	6.717	114	1	0	0	0	1	small
0	0	1	0	1	2012-01-04 05:19:16	0	0	0	no	0	0	0	21.705	551	1	1	0	0	8	small
0	0	1	0	1	2012-01-04 05:40:12	0	0	0	no	0	0	0	27.071	721	1	1	0	0	10	small
0	0	1	1	0	2012-01-04 08:58:32	0	0	0	no	0	0	0	6.056	141	0	1	0	0	3	small
0	0	1	0	0	2012-01-04 09:54:46	0	0	0	no	0	0	0	1.653	25	1	0	0	0	0	small
0	0	1	0	1	2012-01-04 07:10:01	0	0	0	no	0	0	0	31.112	875	1	1	0	0	16	small
0	0	1	0	1	2012-01-04 09:15:36	0	0	0	no	0	0	0	7.193	148	1	1	0	0	10	small
0	0	1	2	1	2012-01-04 10:16:21	0	0	0	no	0	0	0	6.264	135	1	1	0	0	4	big
0	0	1	0	1	2012-01-04 10:49:54	0	0	0	no	0	0	0	12.862	333	1	1	0	0	4	small
0	0	1	1	1	2012-01-04 16:10:53	0	0	0	no	0	0	0	7.861	242	1	1	0	0	7	small
0	0	1	0	1	2012-01-04 11:17:16	0	0	0	no	0	0	0	17.06	426	1	1	0	0	8	small
0	1	1	0	1	2012-01-04 11:27:31	0	0	0	no	0	0	0	5.887	89	0	0	0	0	0	small
0	0	1	0	0	2012-01-04 12:19:00	0	0	0	no	0	0	0	23.172	456	1	0	0	0	57	small
0	0	1	0	0	2012-01-04 12:48:03	0	0	0	no	0	0	0	8.544	172	1	0	0	0	2	big
0	0	1	0	0	2012-01-04 17:59:27	0	0	4	no	0	0	0	1.041	31	0	0	0	0	2	small
0	0	1	0	0	2012-01-04 18:03:44	0	0	4	no	0	0	0	1.041	31	0	0	0	0	2	small
0	0	1	0	0	2012-01-04 18:04:18	0	0	5	no	0	0	1	17.853	345	1	0	1	0	18	small
0	0	1	0	0	2012-01-04 18:04:41	0	0	5	no	0	0	1	17.853	345	1	0	1	0	18	small
0	0	1	0	0	2012-01-04 18:20:13	0	0	0	no	0	0	0	24.202	680	1	0	0	0	4	small
0	1	1	0	0	2012-01-04 13:49:46	0	0	0	no	0	0	0	8.347	202	1	0	0	0	5	big
0	0	1	0	1	2012-01-04 13:23:47	0	0	0	no	0	0	0	44.591	1307	1	0	0	0	36	big
0	0	1	0	1	2012-01-04 14:37:49	0	0	0	no	0	0	0	9.374	252	1	1	0	0	2	big
0	0	1	0	0	2012-01-04 12:45:31	0	0	0	no	0	0	0	3.416	57	1	0	0	0	0	big
0	0	1	0	1	2012-01-04 12:50:45	0	0	8	no	0	0	0	11.615	210	1	1	0	0	4	small
0	0	1	4	1	2012-01-04 16:42:54	0	0	2	no	0	0	0	4.01	118	1	1	0	0	6	small
0	1	1	0	0	2012-01-04 15:31:22	0	0	0	no	0	0	0	9.816	130	0	0	0	0	0	small
0	0	1	0	0	2012-01-04 15:05:29	0	0	7	no	0	0	0	10.996	213	1	0	0	0	5	big
0	0	1	0	0	2012-01-04 18:00:07	0	0	0	no	0	0	0	6.39	154	1	0	1	0	0	none
0	0	1	0	0	2012-01-04 20:29:50	0	0	22	no	0	0	0	20.191	266	1	0	1	0	30	small
0	1	1	0	1	2012-01-04 20:22:04	20	20	0	no	0	0	0	21.634	691	1	0	0	0	15	big
0	1	1	0	1	2012-01-04 20:24:36	0	0	0	no	0	0	0	9.754	327	1	0	0	0	9	big
0	0	1	0	0	2012-01-05 00:27:33	0	0	0	no	0	0	2	10.366	198	1	0	0	0	1	big
0	0	1	0	0	2012-01-05 08:06:40	0	0	4	no	1	0	0	7.764	192	1	0	0	0	6	small
0	0	1	0	0	2012-01-05 01:41:12	0	0	0	no	0	0	0	13.437	255	1	0	0	0	45	small
0	0	1	0	1	2012-01-05 05:38:26	0	0	0	no	0	0	0	3.186	67	1	1	0	0	0	small
0	1	1	0	1	2012-01-05 05:56:10	0	0	0	no	0	0	0	17.835	568	1	1	0	0	11	big
0	1	1	0	0	2012-01-05 07:01:14	1	1	0	no	0	0	0	5.159	82	0	0	0	0	0	small
0	0	1	7	1	2012-01-05 06:25:33	0	0	0	no	0	0	0	9.871	340	1	0	0	0	11	big
0	0	1	0	0	2012-01-05 04:25:02	0	0	0	no	0	0	0	6.19	126	1	0	0	0	0	small
0	0	1	0	0	2012-01-05 07:44:29	0	0	0	no	0	0	0	8.768	152	1	0	0	0	4	small
0	0	1	0	0	2012-01-05 13:06:31	0	0	6	no	0	0	0	1.594	51	0	0	1	0	0	small
0	0	1	6	0	2012-01-05 08:47:46	0	0	0	no	0	0	0	14.345	303	1	1	0	0	4	big
0	0	1	0	1	2012-01-05 09:24:00	0	0	0	no	0	0	0	0.342	11	0	1	0	0	0	small
0	0	1	0	1	2012-01-05 10:12:10	0	0	0	no	0	0	0	6.64	99	0	1	0	0	3	small
0	0	1	0	0	2012-01-05 10:32:25	0	0	8	no	0	0	0	10.366	177	1	0	1	0	12	small
0	0	1	0	1	2012-01-05 11:07:23	0	0	0	no	0	0	0	12.374	190	0	1	0	0	5	small
0	0	1	0	1	2012-01-05 11:09:50	0	0	0	no	0	0	0	16.689	254	0	1	0	0	5	small
0	0	1	1	1	2012-01-03 11:39:06	0	0	0	no	0	0	8	4.945	120	1	0	0	0	2	small
0	0	1	0	0	2012-01-04 11:24:30	0	0	0	no	0	0	0	1.384	27	1	0	0	0	2	small
0	0	1	1	1	2012-01-04 16:58:22	0	0	0	no	0	0	0	0.958	20	1	0	1	0	4	none
0	0	1	0	1	2012-01-05 07:21:00	0	0	0	no	0	0	0	3.492	75	1	1	0	0	2	small
0	1	1	0	1	2012-01-05 15:51:09	0	1	0	no	0	0	0	5.834	127	1	0	0	0	5	small
0	1	1	0	1	2012-01-05 08:24:47	0	0	0	no	0	0	0	2.71	74	1	0	0	0	0	small
0	0	1	1	1	2012-01-05 11:49:53	0	0	0	no	0	0	0	3.231	91	1	1	0	0	0	small
0	0	1	0	0	2012-01-05 13:42:02	0	0	0	no	0	0	0	3.717	72	1	0	0	0	0	small
0	0	1	1	1	2012-01-05 12:34:21	0	0	0	no	0	0	0	33.748	815	1	1	0	0	71	big
0	1	1	0	0	2012-01-05 13:03:57	0	0	0	no	0	0	0	2.93	45	0	0	1	0	3	small
0	1	1	0	0	2012-01-05 13:04:09	0	0	0	no	0	0	0	8.014	113	0	0	0	0	0	small
0	1	1	35	0	2012-01-05 12:04:44	0	0	0	no	0	0	0	4.462	85	0	0	0	0	0	small
0	0	1	0	0	2012-01-05 13:19:40	0	0	2	no	0	0	0	26.777	435	1	0	1	0	7	small
0	0	1	0	0	2012-01-05 19:00:28	0	0	0	no	0	0	0	17.292	390	1	0	0	0	29	small
0	0	1	0	0	2012-01-05 19:08:08	0	0	0	no	0	0	0	10.004	197	1	0	0	0	0	big
0	0	1	0	0	2012-01-05 14:00:33	0	0	8	no	0	0	0	101.727	2189	1	0	0	0	23	small
0	0	1	1	1	2012-01-05 14:19:25	0	0	0	no	0	0	0	4.823	135	1	1	0	0	0	small
0	0	1	0	1	2012-01-05 17:23:11	0	0	2	no	0	0	0	3.21	77	1	1	0	0	0	small
0	0	1	1	1	2012-01-05 17:41:11	0	0	0	no	0	0	0	3.334	73	1	1	1	0	12	small
0	0	1	0	0	2012-01-05 12:15:32	0	0	0	no	0	0	2	1.501	45	1	0	0	0	1	small
0	0	1	0	0	2012-01-05 20:00:13	0	0	0	no	0	0	2	10.366	198	1	0	0	0	1	big
0	0	1	0	0	2012-01-05 21:29:35	0	0	12	no	0	0	0	14.221	201	1	0	0	0	24	small
0	0	1	0	0	2012-01-06 05:22:34	0	0	0	no	0	0	0	4.792	104	1	0	0	0	0	small
0	0	1	0	0	2012-01-06 05:49:12	0	0	4	no	0	0	0	49.042	828	1	0	0	0	1	small
0	0	1	0	0	2012-01-06 01:58:25	1	1	0	no	0	0	0	7.974	104	0	0	0	0	0	none
0	0	1	0	0	2012-01-06 08:03:30	0	0	4	no	1	0	0	7.734	192	1	0	0	0	6	small
0	0	1	0	0	2012-01-06 01:42:11	0	0	0	no	0	0	0	13.484	255	1	0	0	0	45	small
0	1	1	0	0	2012-01-05 13:28:45	0	0	0	no	0	0	0	2.881	50	0	0	0	0	0	small
0	1	1	0	0	2012-01-06 06:45:02	0	0	0	no	0	0	0	3.943	47	0	0	0	0	0	small
0	0	1	0	0	2012-01-06 08:28:38	0	0	2	no	0	0	0	22.344	411	1	0	0	0	49	small
0	0	1	0	0	2012-01-06 09:53:39	0	0	10	no	0	0	0	8.666	145	1	0	1	0	8	small
0	0	1	0	0	2012-01-06 07:57:55	0	0	0	no	0	0	0	5.066	106	1	0	1	0	0	small
0	1	1	0	0	2012-01-06 12:14:47	0	0	0	no	0	0	0	4.415	61	0	0	0	0	1	small
0	0	1	0	1	2012-01-06 13:09:22	0	0	0	no	0	0	0	2.174	49	1	1	0	0	2	small
0	0	1	0	1	2012-01-06 13:10:25	0	0	0	no	0	0	0	0.368	12	1	0	0	0	0	small
0	0	1	0	1	2012-01-06 13:18:13	0	0	0	no	0	0	0	1.567	48	1	1	0	0	0	small
0	0	1	0	1	2012-01-06 13:19:45	0	0	0	no	0	0	0	1.16	34	1	1	0	0	0	small
0	0	1	0	0	2012-01-06 18:21:50	0	0	0	no	0	0	0	3.271	64	1	0	0	0	4	none
0	0	1	0	0	2012-01-06 13:22:02	0	0	0	no	0	0	2	10.366	198	1	0	0	0	1	big
0	0	1	0	1	2012-01-06 13:36:01	0	0	0	no	0	0	0	0.441	16	1	1	0	0	0	small
0	0	1	0	1	2012-01-06 13:40:12	0	0	0	no	0	0	0	0.122	7	0	1	0	0	0	small
0	1	1	0	0	2012-01-06 14:14:50	0	0	0	no	0	0	0	9.961	210	1	0	0	0	0	big
0	0	1	0	0	2012-01-06 11:41:32	0	0	0	no	0	0	0	3.872	89	1	0	0	0	0	big
0	0	1	0	0	2012-01-06 14:50:16	0	0	0	no	0	0	0	3.243	37	1	0	0	0	1	small
0	0	1	0	0	2012-01-06 15:29:29	0	0	0	no	0	0	0	33.63	375	1	0	0	0	8	small
0	0	1	0	0	2012-01-06 17:41:36	0	0	0	no	0	0	0	8.763	145	1	0	0	0	3	small
0	0	1	0	0	2012-01-07 05:18:27	0	0	0	no	0	0	0	8.535	208	1	0	0	0	0	small
0	0	1	0	0	2012-01-07 08:00:09	0	0	8	no	1	0	0	10.017	238	1	0	0	0	7	small
0	0	1	0	1	2012-01-07 05:57:02	0	0	4	no	0	0	0	2.088	29	1	0	0	0	0	big
0	0	1	0	0	2012-01-07 11:29:16	0	0	23	no	0	0	0	17.17	578	1	0	0	0	3	small
0	0	1	0	0	2012-01-07 11:29:16	0	0	0	no	0	0	0	11.05	260	1	0	0	0	3	small
0	0	1	0	1	2012-01-07 07:15:25	0	0	4	no	0	0	0	4.607	84	1	1	0	0	2	big
0	0	1	0	0	2012-01-07 04:32:30	0	0	0	no	0	0	0	6.724	114	1	0	0	0	1	small
0	1	1	0	1	2012-01-07 06:38:21	1	1	0	no	0	0	0	7.335	251	1	0	0	0	6	big
0	0	1	0	0	2012-01-07 04:44:17	0	0	0	no	0	0	0	9.635	164	1	0	0	0	1	small
0	0	1	0	0	2012-01-07 05:21:24	0	0	0	no	0	0	0	16.043	256	1	0	0	0	1	small
0	0	1	0	0	2012-01-07 05:28:08	0	0	0	no	0	0	0	7.515	126	1	0	0	0	1	small
0	0	1	0	0	2012-01-07 05:39:46	0	0	0	no	0	0	0	16.022	255	1	0	0	0	1	small
0	1	1	0	0	2012-01-07 09:18:18	0	0	0	no	0	0	0	1.228	30	0	0	0	0	2	small
0	0	1	0	0	2012-01-07 06:51:29	0	0	0	no	0	0	0	6.832	116	1	0	0	0	1	small
0	0	1	0	1	2012-01-07 07:17:45	0	0	0	no	0	0	0	0.789	22	0	1	0	0	0	small
0	1	1	0	0	2012-01-07 07:20:09	0	0	0	no	0	0	0	5.339	95	1	0	0	0	4	big
0	0	1	0	0	2012-01-07 15:53:11	0	0	0	no	0	0	0	8.693	175	1	0	0	0	0	big
0	0	1	0	0	2012-01-07 08:06:04	0	0	0	no	0	0	0	6.846	116	1	0	0	0	1	small
0	0	1	0	0	2012-01-07 08:32:24	0	0	0	no	0	0	0	15.909	254	1	0	0	0	1	small
0	0	1	0	0	2012-01-07 08:34:55	0	0	0	no	0	0	0	8.504	142	1	0	0	0	1	small
0	0	1	0	0	2012-01-07 09:25:00	0	0	0	no	0	0	0	6.854	116	1	0	0	0	1	small
0	1	1	35	0	2012-01-06 10:47:40	0	0	0	no	0	0	0	5.223	91	0	0	0	0	0	small
0	1	1	0	0	2012-01-07 09:56:20	0	0	0	no	0	0	0	1.683	34	1	0	1	0	6	small
0	0	1	0	0	2012-01-07 11:00:47	0	0	0	no	0	0	0	8.553	143	1	0	0	0	1	small
0	0	1	1	1	2012-01-07 14:07:30	0	0	0	no	0	0	0	3.388	77	1	1	1	0	10	small
0	0	1	0	0	2012-01-07 12:28:02	0	0	0	no	0	0	0	8.002	134	1	0	0	0	1	small
0	0	1	0	1	2012-01-07 12:45:15	0	0	0	no	0	0	0	2.937	64	0	1	0	0	2	small
0	0	1	1	1	2012-01-07 13:32:21	0	0	0	no	0	0	0	6.202	130	1	1	0	0	6	big
0	0	1	0	0	2012-01-07 13:41:17	0	0	0	no	0	0	0	16.204	257	1	0	0	0	1	small
0	0	1	1	0	2012-01-07 14:22:07	0	0	0	no	0	0	0	7.39	101	1	1	0	0	6	big
0	0	1	1	0	2012-01-07 14:40:56	0	0	0	no	0	0	0	4.465	102	1	1	1	0	10	small
0	0	1	1	1	2012-01-07 17:52:47	0	0	0	no	0	0	0	7.411	178	1	1	1	0	14	small
0	0	1	0	0	2012-01-08 01:14:59	0	0	0	no	0	0	0	13.338	255	1	0	0	0	45	small
0	0	1	0	0	2012-01-08 04:44:38	0	0	1	no	0	0	0	26.404	405	1	0	0	0	13	small
0	0	1	0	0	2012-01-08 04:01:10	0	0	0	no	0	0	0	6.804	115	1	0	0	0	1	small
0	0	1	0	0	2012-01-08 04:07:01	0	0	0	no	0	0	0	6.83	116	1	0	0	0	1	small
0	0	1	0	0	2012-01-08 05:18:47	0	0	0	no	0	0	0	5.254	92	1	0	0	0	3	small
0	0	1	0	0	2012-01-08 10:28:47	0	0	18	no	0	0	0	16.659	262	1	0	1	0	20	small
0	0	1	1	1	2012-01-08 07:44:17	0	0	0	no	0	0	0	8.527	211	1	1	1	0	20	small
0	0	1	0	0	2012-01-08 08:16:29	0	0	0	no	0	0	0	13.116	211	1	0	0	0	1	small
0	0	1	0	0	2012-01-08 16:27:16	0	0	0	no	0	0	0	3.81	98	1	0	0	0	0	small
0	0	1	0	0	2012-01-08 09:07:19	0	0	0	no	0	0	0	7.612	128	1	0	0	0	1	small
0	0	1	0	0	2012-01-08 18:02:43	0	0	0	no	0	0	0	9.27	151	1	0	0	0	1	small
0	0	1	0	0	2012-01-08 20:50:34	0	0	0	no	0	0	0	5.266	145	1	0	0	0	4	small
